Eng,Chi
WoO 53,WoO 53
Lawrence Chan,Lawrence Chan
Claudio Li,Claudio Li
Angela Tong,Angela Tong
Smoke Gets in Your Eyes (From Roberta,Smoke Gets in Your Eyes (From Roberta
Jacob Van Eyck,Jacob Van Eyck
Kizzie Lee,李芷晴
Joseph Lee,Joseph Lee
Prins Robberts Masco,Prins Robberts Masco
Jessie Lau,Jessie Lau
Ginny Tsang Wai-tsz,Ginny Tsang Wai-tsz
Angus Li Yi-wei,Angus Li Yi-wei
Second Arabesque,Second Arabesque
Timothy Chan Ting-yuen,Timothy Chan Ting-yuen
Eugene Bozza,Eugene Bozza
Rachel Cheung Wai-ching,Rachel Cheung Wai-ching
Un Jour d’Ete a al Montagne (Pastorale,Un Jour d’Ete a al Montagne (Pastorale
Aux Bords du Torrente,Aux Bords du Torrente
Le Chant des Forets,Le Chant des Forets
Ronde),Ronde)
Kelvin Lam Ka-ki,Kelvin Lam Ka-ki
Bobby Cheng Chi-yuen,Bobby Cheng Chi-yuen
Gabriel Pierne,Gabriel Pierne
Calvin Leung Chin-lung,Calvin Leung Chin-lung
Artemis Cheung Yan-yuet,Artemis Cheung Yan-yuet
Solo de Concert,Solo de Concert
Toby Chan Siu-tung,Toby Chan Siu-tung
Timohty Chan Ting-yuen,Timohty Chan Ting-yuen
Lensky’s Aria (from “Eugene Onegin”),Lensky’s Aria (from “Eugene Onegin”)
Dorothy Sin Choir-kiu,Dorothy Sin Choir-kiu
Harry Chiu Chun-pong,Harry Chiu Chun-pong
Gesang,Gesang
Veclav Nehybel,Veclav Nehybel
Scherzo,Scherzo
Charles Cheung Man-lok,Charles Cheung Man-lok
Annie Yuen,Annie Yuen
Achieved is the Glorious works (from “The Creation” transcribed for Four Trombones),Achieved is the Glorious works (from “The Creation” transcribed for Four Trombones)
Horn and Piano,Horn and Piano
Gershwin for Suite (Arr. Dennis Armitage),Gershwin for Suite (Arr. Dennis Armitage)
David F. Wilbron,David F. Wilbron
Three Movements for Brass Quintet,Three Movements for Brass Quintet
In Flight,In Flight
Robert Longfield,Robert Longfield
Pat Jacobs,Pat Jacobs
Kathleen Kwan Hoi Yee,Kathleen Kwan Hoi Yee
Alter Ego,Alter Ego
Emily Cheng Mei Kwan,Emily Cheng Mei Kwan
Eugene Kwong Man Wai,Eugene Kwong Man Wai
Alvin Chan Chun San,Alvin Chan Chun San
Matthew Lorick,Matthew Lorick
Odessa,Odessa
Rainbow Lau Wai Hung,Rainbow Lau Wai Hung
Wei Yan-ming,魏硯銘
Si (Yangqin and Chinese percussion),思(揚琴與打擊樂)
Mao Kuangping,茅匡平
Rhyme of Music on the Taiwan Straits (Yangqin solo),海峽音詩(揚琴獨奏)
Gui Xi-li,桂習禮
Wings of the Phoenix (Yangqin solo),鳳凰于飛(揚琴獨奏)
Ngai Kwun-Wa,魏冠華
Sinkiang Girl (Music,新疆姑娘(烏斯滿江曲
Sébastien Lai,黎家棣
Lau mo wah,劉慕華
Arrangement,李民雄編曲)
LeeTsz-yan,李芷欣
Tan Sylvia,譚詩蔚
Chan Wan-in,陳韻研
Huang Haoyi,黃浩怡
Sonata in C major,Sonata in C major
Hob.XVI/50,Hob.XVI/50
Huang Naiwei,黃乃威
Sonata in A major,Sonata in A major
D.664,D.664
Hui-Ying Ma,馬卉瑩
BWV1001 (Adagio),BWV1001 (Adagio)
G.F. Handel,G.F. Handel
Jimmy Tung Wai-Lok,Jimmy Tung Wai-Lok
Let the Bright Seraphim,Let the Bright Seraphim
Joanne Shao Lok-Man,Joanne Shao Lok-Man
T. Hansen,T. Hansen
Lai Bo-Ling,Lai Bo-Ling
Sonata for Cornet and Piano,Sonata for Cornet and Piano
Felix Mendelssohn-Bartholdy,Felix Mendelssohn-Bartholdy
Sung Di Zhang Jasper,宋狄樟
St. Paul (1. So sind wir nun Botschafter,St. Paul (1. So sind wir nun Botschafter
2. Denn also hat uns der Herr geboten),2. Denn also hat uns der Herr geboten)
Charles Tam,Charles Tam
Canticle III “Still falls the Rain”,Canticle III “Still falls the Rain”
Jiang Jing,江靖
Parle-moi de ma mère (Tell me about my mother,Parle-moi de ma mère (Tell me about my mother
from Carmen),from Carmen)
R. Vaughan Williams,R. Vaughan Williams
Chris Choi,Chris Choi
Lord! Come away,Lord! Come away
Alvin Lee,Alvin Lee
Li Yang,Li Yang
Auf dem Strom (On the current),Auf dem Strom (On the current)
Ben Wahlund,Ben Wahlund
Benson's Dance,Benson's Dance
Joseph Schwantner,Joseph Schwantner
Velocities,Velocities
Lai Yat Hei Sean,黎逸晞
BMV 1005 (III. Largo),BMV 1005 (III. Largo)
Hui Ling,Hui Ling
Sylvia Chen,Sylvia Chen
Leung Chui Ngor,Leung Chui Ngor
Stan Pethel,Stan Pethel
Wong Fang,Wong Fang
Listen to Christmas (From,Listen to Christmas (From
Janet Wong,Janet Wong
Francis Liu,Francis Liu
Gary Po,Gary Po
John Tse,John Tse
Bosco Chan,Bosco Chan
Suen Yung Kei,Suen Yung Kei
Eric Fong,Eric Fong
Angels’ Carol,Angels’ Carol
Tsang Man Yi Grace,Tsang Man Yi Grace
Chan Yee Hang Cynthia,Chan Yee Hang Cynthia
春到湘江(笛子與古箏齊奏),春到湘江(笛子與古箏齊奏)
陳天慧,陳天慧
陳敏瑩,陳敏瑩
龍穎怡,龍穎怡
李敏瑤,李敏瑤
汪靄怡,汪靄怡
邵元詩,邵元詩
何卓汶,何卓汶
陳蕭怡,陳蕭怡
蔡瑋潼,蔡瑋潼
蕭美潔,蕭美潔
李幸凝,李幸凝
曾林子,曾林子
劉暢,劉暢
曾渝鳳,曾渝鳳
廖佩盈,廖佩盈
黃紫柔,黃紫柔
歌舞引(琵琶齊奏),歌舞引(琵琶齊奏)
林映嫺,林映嫺
方浩霖,方浩霖
麥子鋒,麥子鋒
李宛熹,李宛熹
卓愷恩,卓愷恩
范倬敏,范倬敏
陳曉瑜,陳曉瑜
鄒君儀,鄒君儀
蔡浩宏,蔡浩宏
丘庭嫣,丘庭嫣
馮海晴,馮海晴
林鈺穎,林鈺穎
陸小莉,陸小莉
滿江紅(中阮獨奏),滿江紅(中阮獨奏)
伍樂頤,伍樂頤
鄭詠心,鄭詠心
尹朗軒,尹朗軒
吳綮熙,吳綮熙
鄭曉文,鄭曉文
一支花(二胡獨奏),一支花(二胡獨奏)
賴藝庭,賴藝庭
蘇諾培,蘇諾培
陳浩文,陳浩文
沂蒙新貌(笙獨奏),沂蒙新貌(笙獨奏)
Arthur Benjamin,Arthur Benjamin
Harmonica Concerto (1st and 2nd movement),Harmonica Concerto (1st and 2nd movement)
Lam Yee Wa,林綺華
Prelude and Fugue in F major,Prelude and Fugue in F major
Book 2 BWV 880,Book 2 BWV 880
Lau Mo Wah,劉慕華
Goat on the Hillside (Sanxian and Guzhang,山坡羊(三弦與古箏
Henan Folk Song,河南民間樂曲
Arr. by Ren Ching-zhi),任清之編)
Fei Jian-rong,費堅蓉
Andrew Birkun,Andrew Birkun
A village at the border by night (Sanxian solo),邊寨之夜(三弦獨奏)
Aisin Gioro. Yuhuan,愛新覺羅．毓峘
The Joyous Meeting (Sanxian solo,合歡令(三弦獨奏
Arr. by Tan Long-jian),譚龍建整理)
Aram Khachaturian,哈哈圖良
Sabre Dance (Sanxian and Accordion),馬刀舞曲(三弦與手風琴)
Zhang Ying,張鷹
Demon from heaven (Sanxian,天魔(三弦與笙
Sheng and Percussion),打擊樂)
Wu Hua,吳華
Love in the courtyard house (Sanxian and ensemble),情滿四合院(三弦與小樂隊)
Monteverdi,Monteverdi
Si dolce è’l tormento,Si dolce è’l tormento
Shane Levesque,Shane Levesque
Quanto è bella (from L’elisir d’amore),Quanto è bella (from L’elisir d’amore)
Tony Qiu,Tony Qiu
Ah! Love but a day,Ah! Love but a day
Alex Chrn,Alex Chrn
Hsu Wei-en,Hsu Wei-en
Am Feierabend (from Die schöne Müllerin),Am Feierabend (from Die schöne Müllerin)
Dipsy Ha Yat-wai,Dipsy Ha Yat-wai
Jacky Leung,Jacky Leung
Black Whiteness in Grey Blackness,黑色的白板在灰色的黑板
Yanice Cheng Lo-yan,Yanice Cheng Lo-yan
Phantom Butterflies,蝶幻
Matthew Chan Siu-tung,Matthew Chan Siu-tung
Lau Shing-ho,Lau Shing-ho
Alex Lau,Alex Lau
Angus Lee,Angus Lee
Wong Yik-tai,Wong Yik-tai
Harold Walters,Harold Walters
Trumpet Filigree (Trumpet Quartet),Trumpet Filigree (Trumpet Quartet)
Pietro Damiani,Pietro Damiani
Serenade (For Euphonium),Serenade (For Euphonium)
Waggery (for Woodwinds),Waggery (for Woodwinds)
Tommy Liu Tung-bo,Tommy Liu Tung-bo
Oblivion (for Oboe),Oblivion (for Oboe)
Peggy Wu Hiu-nam,Peggy Wu Hiu-nam
Piao Xingji,Piao Xingji
Jessica Chin Lok-yan,Jessica Chin Lok-yan
Sonata in E-flat major,Sonata in E-flat major
Hob.XVI/52 (1st movement,Hob.XVI/52 (1st movement
Enrique Granados,Enrique Granados
Wong Ka-jeng,Wong Ka-jeng
Oriental,Oriental
Wang Jiayang,Wang Jiayang
J. Strauss II,J. Strauss II
Wong Chun-hong,Wong Chun-hong
Annen Polka,Annen Polka
Man Wing-su,Man Wing-su
Johann II & Josef Strauss,Johann II & Josef Strauss
Leung Cheuk-yan,Leung Cheuk-yan
Pizzicato-Polka,Pizzicato-Polka
朱昌耀,朱昌耀
蘇南小曲(二胡獨奏),蘇南小曲(二胡獨奏)
袁嘉怡,袁嘉怡
王振光,王振光
下鄉來(三弦二重奏),下鄉來(三弦二重奏)
曾宝心,曾宝心
馬廸,馬廸
張頤武,張頤武
阮建熹,阮建熹
鄭浩筠,鄭浩筠
跑旱船(笛子二重奏),跑旱船(笛子二重奏)
將軍令(揚琴獨奏，四川曲埠,將軍令(揚琴獨奏，四川曲埠
項祖華改編),項祖華改編)
特雷帕克舞曲(俄羅斯民間舞曲,特雷帕克舞曲(俄羅斯民間舞曲
吳華編曲),吳華編曲)
李樂瑜,李樂瑜
伍栢欣,伍栢欣
十面埋伏(古曲,十面埋伏(古曲
周成龍編曲),周成龍編曲)
酒狂(古琴曲,酒狂(古琴曲
王振光訂阮譜),王振光訂阮譜)
何瑩瑩,何瑩瑩
劉惠欣,劉惠欣
邱睿,邱睿
陳寶玲,陳寶玲
李美詩,李美詩
黃薜潞,黃薜潞
鍾朝而,鍾朝而
王高林,王高林
馬瑋謙,馬瑋謙
關樂天,關樂天
魏金笛,魏金笛
茹建朗,茹建朗
李芷欣,李芷欣
陳律廷,陳律廷
陳域,陳域
譚詩蔚,譚詩蔚
喜酒歌,喜酒歌
Down a Country Lane,Down a Country Lane
Danilo Delfin,Danilo Delfin
Scott Liu,Scott Liu
Robert W. Smith,Robert W. Smith
Jolie Chan,
Winnie Lam,
Nielsen,Nielsen
Quintet (Allegro moderato),Quintet (Allegro moderato)
Fay Wu Yan-fei,Fay Wu Yan-fei
Sonata (3rd movement),Sonata (3rd movement)
Ibert,Ibert
Piece,Piece
Kitty Ho Shun-yiu,Kitty Ho Shun-yiu
Kovacs,Kovacs
Carl Ditters von Dittersdorf,Carl Ditters von Dittersdorf
Sinfonia Concertante for Viola and Double Bass (I. Allegro),Sinfonia Concertante for Viola and Double Bass (I. Allegro)
Intermezzo,Intermezzo
Zwei Gesänge,Zwei Gesänge
2. Geistliches Wiegenlied),2. Geistliches Wiegenlied)
Jaclyn Chiu,Jaclyn Chiu
Three Songs,Three Songs
for Medium Voice,for Medium Voice
far from each other,far from each other
2. Where is it that our soul doth go? 3. Music when soft voices die),2. Where is it that our soul doth go? 3. Music when soft voices die)
Chris Choi Shu Lun,Chris Choi Shu Lun
Feng Zi-cun,馮子存
Bonnie Yick,易承殷
Happy reunion (Dizi ensemble,喜相逢(笛子四重奏
arranged by Zhou Chenglong),周成龍編曲)
Chan King-tsun,陳敬臻
Chan Chun-nin,陳俊年
Yeung Wai-kit,楊偉傑
Hui Chun-kit,許俊傑
Chu Siu-wai,朱紹威
Cheng Shing-tai,鄭承泰
Tam Kwok-king,譚國敬
Nebojsa Jovan Zivkovic,Nebojsa Jovan Zivkovic
Wong Tsz-sau,黃子修
Pang Hong-tai,彭康泰
Ho Yi-on,何怡安
Fu Ye-chung,符一中
Emily Cheng,鄭美君
Tse Tsz-chung Eddy,謝子聰
Chow Chin-tung,周展彤
Iu Yan,姚欣
Mok Wai-leung,莫偉樑
arranged by Toshihiko Mizuno,水野利彥編曲
Hsin Hsiao-ling,辛小玲
Cheung Hiu-fai,張曉暉
Cheung Wai-fung,張偉鋒
Sam Kan,沈瑾
Mo Yiu-shan,巫瑤珊
Chu Yim-ngan,朱艷顏
nil,江河水(二胡獨奏
The wailing of the river (Erhu solo,nil
transcribed by Huang Hai-huai),
Li Ying-wai,李英煒
nil,中花六板(江南絲竹)
Wong Ling-yan,黃翎欣
Zhong hua liu ban (Jiangnan Silk and Bamboo Music),nil
nil,小調聯奏(外江小調
Medley of folk tunes (Waijiang Folk Tunes,劉星
arranged by Yu Qi-wei,
Chiu Dan-ching,邱丹青
無形之劍(現代重奏),
Law Hang-leung,羅行良
Ge Li,葛力
Liu Xing,陳永華
The invisible sword (Contemporary Ensemble),逾萬山(四重奏)
Fong Ka-po,方嘉寶
Lai Ka-tai,黎家棣
Chan Wing-wah,隋利軍
Over ten thousand mountains (Chinese Quartet),神調(哨吶與敲擊)
Kwok Kin-ming,郭健明
Sui Li-jun,李民雄
Tsang Chi-wai,曾志偉
Tune of God (Suona and Percussion),奪豐收(鼓獨奏)
Li Minxiong,
Striving for a bumper harvest (Drum Solo),
Lee Ha-yan,李夏茵
Zhang Junyu,Zhang Junyu
Wu Yan-tung,Wu Yan-tung
Wong Sze-yuen,Wong Sze-yuen
Barbei Fong Ka-hei,Barbei Fong Ka-hei
Harry Decosta,Harry Decosta
Tuba Tiger Rag,Tuba Tiger Rag
Alec Wilder,Alec Wilder
Jimmy Tung,Jimmy Tung
Effie Suite,Effie Suite
Alan Tam,Alan Tam
Choi Hiu yan,Choi Hiu yan
Concerto for Bass tuba second movement,Concerto for Bass tuba second movement
The Conqueror Unarms (Pipa Solo,霸王卸甲(琵琶獨奏
transcribed,古曲
by Li Tingsong,李廷松傳譜
arr. by Liu Dehai),劉德海改編)
Shum Kin-yu,沈健榆
Wave Washing the Sand (Pipa Solo,大浪淘沙(琵琶獨奏
transcribed by Cao Anhe,曹安和傳譜
arr. by Wang Fandi),王范地改編)
Wang Huiran,王惠然
Spring in Jiangnan (Pipa and Sanxian,江南春(琵琶與三弦
arr. by Jiang Shuilin,姜水林
Wei Hongyu),韋紅雨改編)
Lu Liang-hui,盧亮輝
Anger (Pipa and Small Ensemble),怒(琵琶與小樂隊)
Lee Ka-him Nero,李家謙
Cheung Wai-lok,張偉樂
Chiu Yat-wing Evette,趙逸穎
Chak Yuet-man Monie,翟悅敏
Kwan Hoi-yee Kathleen,關凱儀
Woo Pak-tuen Rupert,胡栢端
J.R. Brown,J.R. Brown
Christmas Lullaby,Christmas Lullaby
Jovita Leung,Jovita Leung
Margaret Yim,Margaret Yim
A.H. Malotte,A.H. Malotte
Melody Sze,Melody Sze
The Lord's Prayer,The Lord's Prayer
David Quah,David Quah
G. Bizet,G. Bizet
Albert Lim,Albert Lim
Pearl Fisher Duet,Pearl Fisher Duet
Lily Yeung,Lily Yeung
G. Puccini,G. Puccini
Choy Lap-tak,Choy Lap-tak
Raymond Leung,Raymond Leung
Choi Suk-fan,Choi Suk-fan
Elton Lee,Elton Lee
Mandy Lo,Mandy Lo
Carmen Au,Carmen Au
Au Man-bun,Au Man-bun
Chan Pui-ching,Chan Pui-ching
Ben Leung,Ben Leung
Leung Yik-man Kelvin,Leung Yik-man Kelvin
Francis Wan,Francis Wan
Yuen Chiu-shing,Yuen Chiu-shing
Fung Kai-man,Fung Kai-man
Ngai Lung-shing,Ngai Lung-shing
Fung Ka-hing,Fung Ka-hing
Cheung Ho-sing,Cheung Ho-sing
A Magic Piccolo (from Magic Flute),A Magic Piccolo (from Magic Flute)
Chen Ho-yin Kenny,Chen Ho-yin Kenny
Cheung Sun-ming Sunny,Cheung Sun-ming Sunny
Kwan Tsz-lai Steve,Kwan Tsz-lai Steve
Ng Chung-pong,Ng Chung-pong
Choi Sau-yin Donald,Choi Sau-yin Donald
The Big Dipper,The Big Dipper
Lai Tak-chun,Lai Tak-chun
Lo Ka-yi,Lo Ka-yi
Mo Kwok-fai,Mo Kwok-fai
Ho Ka-leung Gallant,Ho Ka-leung Gallant
Ma Pou-meng John,Ma Pou-meng John
Chan Ching-tak Walter,Chan Ching-tak Walter
Goh Ching,Goh Ching
Yap Kit-to,Yap Kit-to
Lam Sun-chun Alan,Lam Sun-chun Alan
Fan Wing-yin Elian,Fan Wing-yin Elian
Sit Pak-hong Jeffrey,Sit Pak-hong Jeffrey
Ho Ka-wah Cass,Ho Ka-wah Cass
Mike Chau,Mike Chau
Tang Wing-hong,Tang Wing-hong
Martin Wong,Martin Wong
Chan Ngat-chau,Chan Ngat-chau
Tsui Lok-ming William,Tsui Lok-ming William
Romance and Waltz,Romance and Waltz
Jang Peng,Jang Peng
Edmond Cheng,Edmond Cheng
Mike Cornick,Mike Cornick
Three Jazz pieces,Three Jazz pieces
Matthew Wu,Matthew Wu
Carson Yu,Carson Yu
Manfred Schmitz,Manfred Schmitz
Anthony Wong,Anthony Wong
Cherry Kwok,Cherry Kwok
Mini Tangos,Mini Tangos
Yiu Song-lam,Yiu Song-lam
Kwan Sheung-fung,Kwan Sheung-fung
Cheung King-lun,Cheung King-lun
Angel Cheung,Angel Cheung
Rakoczy March,Rakoczy March
Tiffany Au,Tiffany Au
Ho Kam Hang Richard,Ho Kam Hang Richard
Jade Cheung,Jade Cheung
Suite in B flat,Suite in B flat
Ambush from All Sides (Traditional,十面埋伏(古曲
zheng ensemble,古箏重奏
arr. Zhou Chenglong),周成龍編)
Wong Sit-lo,黃薜潞
The Literate Champion Parades (Henan folk song,狀元遊街(河南民間樂曲
arr. Ren Chingzhi),任清之編)
Tsui Wai-lam,崔蔚林
Mediating in the Buddhist Temple (yehu and zheng),禪院鐘聲(椰胡與古箏)
Hu Dengtiao,胡登跳
A Joyful Night (string quintet),歡樂的夜晚(絲弦五重奏)
Chan Hiu-fung Nickolas,陳曉鋒
Sorrow of the Two Stars (Traditional,雙聲恨(古曲
Cantonese music wujiatou),粵樂五架頭)
So Ka-wai,蘇家威
Fight,戰．竹林(二胡與雙敲擊
in the Bamboo Forest (for erhu and duo percussion,世界首演)
world premiere),
Lee Yi Wei Angus,李一葦
Lensky’s Aria,Lensky’s Aria
He Li Yan,He Li Yan
Sean Lai Yat Hei,Sean Lai Yat Hei
BWV 1067,BWV 1067
P. Taffanel,P. Taffanel
Emily Ng Chi Fan,Emily Ng Chi Fan
Fantaisie sur Der Freischützde C. M. von Weber,Fantaisie sur Der Freischützde C. M. von Weber
Benjamin Wong,Benjamin Wong
Brian Ferneyhough,Brian Ferneyhough
Zhang Bao Long,Zhang Bao Long
Cassandra’s Dream Song,Cassandra’s Dream Song
Bill Evans,Bill Evans
Les Pianistes,Les Pianistes
Jessica Chiu,Jessica Chiu
Michelle Wu,Michelle Wu
A.Vivaldi,A.Vivaldi
Laudamus te,Laudamus te
Doris Chan,Doris Chan
Christina Chan,Christina Chan
Mein gläubiges Herze,Mein gläubiges Herze
frohlocke,frohlocke
Good Christian Men,Good Christian Men
Rejoice,Rejoice
陳張美君女士,陳張美君女士
Silent Night,Silent Night
張智勇,張智勇
林峻峰,林峻峰
O Come,O Come
All Ye Faithful,All Ye Faithful
陳凱莉,陳凱莉
Anita Lam,Anita Lam
Mylthie Wong,Mylthie Wong
Mary Fung,Mary Fung
Pierra Lai,Pierra Lai
Ich wollt meine lieb ergösse sich,Ich wollt meine lieb ergösse sich
Genevieve Hilton,Genevieve Hilton
Philip Chu,Philip Chu
Grüß,Grüß
Sam Hilton,Sam Hilton
Quin Chan,Quin Chan
Jacky Yiu Tsz Kin,Jacky Yiu Tsz Kin
So wahr die Sonne scheinet,So wahr die Sonne scheinet
News Lau Sze Ying,News Lau Sze Ying
Jessica Li Pui Yin,Jessica Li Pui Yin
Three poems from Dichterliebe,Three poems from Dichterliebe
John Williams,John Williams
Li Zi Li,Li Zi Li
Anatoly Lyadov,Anatoly Lyadov
Étude in F major,Étude in F major
Charles Griffes,Charles Griffes
Three Tone-Pictures,Three Tone-Pictures
Wong Ka-Jeng,Wong Ka-Jeng
BWV 828,BWV 828
Prelude and Fugue in D major,Prelude and Fugue in D major
Book 2,Book 2
BWV 874,BWV 874
Wong Wai-yuen,Wong Wai-yuen
Zhen Xiyuan,Zhen Xiyuan
D.958,D.958
Leona Cheung Lik-on,Leona Cheung Lik-on
Leong Chon Hang,梁俊恆
Les mots sont allés,Les mots sont allés
György Ligeti,György Ligeti
Leung Cheuk-yan,梁卓恩
Sonata for Solo Cello (I. Dialogo,Sonata for Solo Cello (I. Dialogo
II. Capriccio),II. Capriccio)
Wu Houyuan,吳厚元
Leung Hou Chun,梁巧駿
Red Plum Capriccio (Erhu Solo),紅梅隨想曲(二胡獨奏)
François Couperin,François Couperin
Lam Ka Ki Kelvin,林嘉奇
Concerts Royaux,Concerts Royaux
Dr. Shane Levesque,Dr. Shane Levesque
Liu Tung Bo Tommy,Liu Tung Bo Tommy
Sixieme Concert,Sixieme Concert
John Wong,John Wong
Franz Krommer,Franz Krommer
Choi Shu Lun,Choi Shu Lun
Emily Ng,Emily Ng
Stanislas Verroust,Stanislas Verroust
Reverberations of Five Suonas (Suona Quintet),五支嗩吶的迴響(嗩吶五重奏)
Wang Yang,王揚
Three Variations on the Yang Pass (Traditional music,陽關三疊(古曲
Guan and Guzheng),管子與古箏)
Wang Gao-lin,王高林
Joyful Wedding Song (Wind & Persuccion,喜酒歌(吹打樂)
Arr. by Tan Long Jian),
Man Pui Hang Natalie,文珮珩
BWV 825,BWV 825
Grace Guo,郭豫雯
Ada Chan,Ada Chan
G. Frescobaldi,G. Frescobaldi
Canzona detta La Bernardinia (Sackbut and Organ),Canzona detta La Bernardinia (Sackbut and Organ)
D. Castello,D. Castello
Ding Dong Merrily On High,Ding Dong Merrily On High
Di Provenza il mar (La Traviata),Di Provenza il mar (La Traviata)
Tong Carrie,Tong Carrie
If Music be the Food of Love,If Music be the Food of Love
Chan Aaron Cheuk Long,Chan Aaron Cheuk Long
Tornami a vagheggiar (from Alcina),Tornami a vagheggiar (from Alcina)
Tsang Wai Tsz,Tsang Wai Tsz
Wq. 133 (Allegretto,Wq. 133 (Allegretto
Rondo),Rondo)
Lee Tsz Long John,Lee Tsz Long John
Philippe Gaubert,Philippe Gaubert
Yang Fan,Yang Fan
Ton Bruynèl,Ton Bruynèl
Cheung Ray Yeung,Cheung Ray Yeung
Serène (for Flute and soundtrack),Serène (for Flute and soundtrack)
Li Dan Wei Vivi,李丹微
Zhen Xi Yuan,貞希遠
Du Xiao Meng,杜曉萌
Chris Choi Shu Lun,蔡書麟
Zheng Yang,鄭陽
Wei Ning Yi,魏寧
Nina Wong Sin,王倩兒
Zita Yang Qian,阳芊
Alice Chen Yan Ying,陳燕盈
Chen Xi Xi,陳熙熙
Ng U Tong,吳宇彤
Xu Yang,徐陽
Ng Chi Fan,吳梓芬
Chen Yi,Chen Yi
Yuen Kin Hei,阮建熹
Yue Kin Long,余健朗
Chan Sze Tung,陳思彤
Chan Kai Him,陳啟謙
Michael Chan,陳律廷
Lee Tsz Yan,李芷欣
Lo Siu Kee,勞肇基
Chu Kwok Lung,朱國龍
Mak Ka Yin,麥嘉然
A Journey to the Suburb of Beijing (Suona with small ensemble),京郊行(嗩吶與樂隊)
Wu Pak Tuen,胡栢端
Zhao Dongsheng,趙東昇
Henry Eccles,Henry Eccles
Wong Chiu Wing Benjamin,黃昭穎
Adagio Melanconico Ed Appassionato,Adagio Melanconico Ed Appassionato
Wong Tak-Kin,黃德健
Violin Sonata in A Major (HWV361),Violin Sonata in A Major (HWV361)
Hsu Hui-Ching,Hsu Hui-Ching
Yang Qian,Yang Qian
BWV1006 (Preludio),BWV1006 (Preludio)
Franz Peter Schubert,Franz Peter Schubert
Zhang Danrong,張丹蓉
IV. Marcia),IV. Marcia)
Kam Wing-chong,Kam Wing-chong
Chow Shing Hong,周成康
K.216 (I - Allegro),K.216 (I - Allegro)
Alessando Marcello,馬塞洛
Hans-Gunther Kolz,高斯
F.Liszt,F.Liszt
Elliot Leung,梁懷宇
St Francis of Paola Walking on the Waves,St Francis of Paola Walking on the Waves
Lu Wen-Cheng,呂文成
March Forward (Gaohu Solo,齊破陣(高胡獨奏
Hong Kong premiere),香港首演)
Liu Tian-Hua,劉天華
First Movement),
Yi Jian-quen,易劍泉
Birds Going Back to Forest (Gaohu Solo),鳥投林(高胡獨奏)
Regret (Tradition Tune,昭君怨(古曲
Gaohu Solo),高胡獨奏)
The Capriccio of the theme from Qin Qian (Erhu Solo,秦腔主題隨想曲(二胡獨奏
Nu Ru-Rong),趙震霄
Liu Wai-kam,廖偉淦
Wang Jian-Min,王建民
Chu Tsz-yeung,朱紫陽
Karlheinz Stockhausen,Karlheinz Stockhausen
Charles Ng,吳漢紳
In Freundschaft (1977),In Freundschaft (1977)
Karen Yeung,Karen Yeung
Karen Tanaka,Karen Tanaka
Ssu-Hui Wu,Ssu-Hui Wu
Night Bird (1996),Night Bird (1996)
Muzio Clementi,Muzio Clementi
Ng Ling Ling,吳玲玲
Simple Symphony,簡單交響樂，作品4
Ngai Wing Ting,魏頴婷
Pun Yau Kit,Pun Yau Kit
Kris Oelbrandt,Kris Oelbrandt
Nina Wong Sin I,王倩兒
Cecilia I-ian Long,Cecilia I-ian Long
Wyman Wat,Wyman Wat
Pun Yau Kit,潘有傑
Rondo in G major,Rondo in G major
Jean Francaix,Jean Francaix
Randel Leung Wing-hing,梁永興
Tema con variazioni,Tema con variazioni
Du Xiao Meng,Du Xiao Meng
Der Hirt auf dem Felsen,Der Hirt auf dem Felsen
D965 (The Shepherd on the Rock),D965 (The Shepherd on the Rock)
Ruan Xinai,阮馨愛
Angels,Angels
ever bright and fair (from oratorio ‘Theodora’),ever bright and fair (from oratorio ‘Theodora’)
Stephen Wong,Stephen Wong
Wu Pak Yin Joseph,胡柏賢
Ich stand in dunklen Träumen,Ich stand in dunklen Träumen
Ombra del caro bene (from La fedeltà premiata),Ombra del caro bene (from La fedeltà premiata)
La Regata Veneziana 3 Canzonette (I. Anzoleta avanti la regatta,La Regata Veneziana 3 Canzonette (I. Anzoleta avanti la regatta
Chan Cheuk-hei Andrew,陳倬熙
Come all ye songsters (fromThe Fairy Queen),Come all ye songsters (fromThe Fairy Queen)
Yu Xunfa,俞遜發
Mysterious Tune from Langya (Dizi with Xidi),《瑯琊神韻》(笛子與新笛)
Chan King Tsun,陳敬臻
Guo Wenjing,郭文景
Loo Sze-Wang,盧思泓
The Sorrowful and Desolate Mountain (Dizi concerto,《愁空山》(笛子協奏
Arr. Liu Yi),劉薏配器)
Li Ping,李萍
Chan Mei-Yan Melody,陳美恩
Hawking Vegetables (Dizi with Sheng,《賣菜》(笛子與笙
Folk Song of Shanxi,山西民歌
Arr. Liu Guanyue),劉管樂編)
Chui Mei-Ting,徐美婷
Zhau Songting,趙松庭
Kwok Kin-Ming,郭健明
Orchid in Spring (Arr. Li Binyang),《幽蘭逢春》(笛子與樂隊
Tsang Chi-Wai,曾志偉
Cheung Wai-Fung,張偉鋒
Cheung Hiu-Fai,張曉輝
Chan Wan Winca,陳韻
Ho Yik-Yin Christine,何驛賢
Tse Tsz-Chung Eddy,謝子聰
Toru Takemitsu,Toru Takemitsu
Chan Leong Ranan,陳亮
